# Starting training
# total num. idxs: 10
# epoch train_loss val_loss train_mae test_mae val_mae time
1.200000000000000000e+01 5.692256747962920471e-02 1.912807804411606125e-02 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.894547939300537109e+00
1.300000000000000000e+01 4.379647422448248312e-02 1.376635557641143516e-02 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.131133079528808594e+00
1.400000000000000000e+01 3.423868418376111583e-02 1.073753515413540527e-02 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.479595184326171875e+00
1.500000000000000000e+01 2.942994449584113159e-02 9.364076303685905239e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.218911170959472656e+00
1.600000000000000000e+01 2.698032303378176955e-02 8.111834344952401771e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.353144645690917969e+00
1.700000000000000000e+01 2.413047290912470264e-02 6.925587552021446325e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.717378616333007812e+00
1.800000000000000000e+01 2.152669438542087824e-02 6.068104211557520146e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.923441886901855469e+00
1.900000000000000000e+01 1.832952144724490917e-02 5.055552067089349316e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.738667011260986328e+00
2.000000000000000000e+01 1.537202159780485210e-02 4.402432791385409855e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 4.672359943389892578e+00
2.100000000000000000e+01 1.372293787667554742e-02 3.967687935155807082e-03 1.087523698285478559e+02 1.063264502053058322e+02 -1.000000000000000000e+00 6.581015586853027344e+00
2.200000000000000000e+01 1.237342257231076326e-02 3.507000075393550045e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.907987833023071289e+00
2.300000000000000000e+01 1.128392742468425393e-02 3.196122661943378608e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.398167848587036133e+00
2.400000000000000000e+01 1.049004873574181651e-02 2.874221849914955409e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.731255054473876953e+00
2.500000000000000000e+01 9.695974187085886278e-03 2.564309511661588825e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.587501049041748047e+00
2.600000000000000000e+01 8.866062158162988857e-03 2.167911832841148273e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.420798778533935547e+00
2.700000000000000000e+01 7.990917647239257141e-03 1.910086124318447973e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.227657556533813477e+00
2.800000000000000000e+01 7.315706339444128133e-03 1.731960710737292641e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.136982679367065430e+00
2.900000000000000000e+01 6.742044523424900633e-03 1.659709342151163402e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.123157262802124023e+00
3.000000000000000000e+01 6.432820228635039404e-03 1.514186967020805710e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.969690084457397461e+00
3.100000000000000000e+01 5.994505519048783787e-03 1.339852127983698609e-03 6.553330650011783121e+01 6.219672554932660091e+01 -1.000000000000000000e+00 5.037242650985717773e+00
3.200000000000000000e+01 5.476861515375797997e-03 1.218767811825714449e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.582173109054565430e+00
3.300000000000000000e+01 5.066155297381893553e-03 1.086290595065157261e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.944119215011596680e+00
3.400000000000000000e+01 4.688741693769734979e-03 1.039876041086461615e-03 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.778151512145996094e+00
3.500000000000000000e+01 4.405837403423026877e-03 9.932722728271533522e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.632145881652832031e+00
3.600000000000000000e+01 4.163834709596056331e-03 9.286280796821720206e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.690843820571899414e+00
3.700000000000000000e+01 3.874673719384114697e-03 8.354098762848419539e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.067385911941528320e+00
3.800000000000000000e+01 3.599821068704331297e-03 7.697720837477927194e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.781279087066650391e+00
3.900000000000000000e+01 3.331202228049135253e-03 7.196638949810749792e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.865609884262084961e+00
4.000000000000000000e+01 3.102630378847288494e-03 6.681854384341190476e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.376719951629638672e+00
4.100000000000000000e+01 2.920344368996363477e-03 6.403559337526758787e-04 4.434151180427719652e+01 4.123851532593673141e+01 -1.000000000000000000e+00 3.982753038406372070e+00
4.200000000000000000e+01 2.724552052514748069e-03 6.010497005379384066e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.471383333206176758e+00
4.300000000000000000e+01 2.548917308229101033e-03 5.780878894964951468e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.335227251052856445e+00
4.400000000000000000e+01 2.384466331003585234e-03 5.583119369629088724e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.183333158493041992e+00
4.500000000000000000e+01 2.228044767535534900e-03 5.269706711431209820e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.141925811767578125e+00
4.600000000000000000e+01 2.078076336753206365e-03 4.775181309502149907e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.161615371704101562e+00
4.700000000000000000e+01 1.951842007195452857e-03 4.579510690801171760e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.726634263992309570e+00
4.800000000000000000e+01 1.820392730380570798e-03 4.271676066124613781e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.761796951293945312e+00
4.900000000000000000e+01 1.707292402282388835e-03 4.173974904261984736e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.850100994110107422e+00
5.000000000000000000e+01 1.613378827154869286e-03 4.198334131243085156e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.348845958709716797e+00
5.100000000000000000e+01 1.507811582641840334e-03 4.075882324879861259e-04 3.094996076245583438e+01 2.780575663344998461e+01 -1.000000000000000000e+00 5.954864263534545898e+00
5.200000000000000000e+01 1.429687955691604645e-03 4.018847604448856940e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 6.530686378479003906e+00
5.300000000000000000e+01 1.351616101269956976e-03 4.001780061510183369e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.609627723693847656e+00
5.400000000000000000e+01 1.279216353675180409e-03 3.740994069022386529e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.171987056732177734e+00
5.500000000000000000e+01 1.210925290760114402e-03 3.625300106244036058e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.354112625122070312e+00
5.600000000000000000e+01 1.144608417963375365e-03 3.347910434354393547e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.947141408920288086e+00
5.700000000000000000e+01 1.066031222914276501e-03 3.284282747519089076e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.237958908081054688e+00
5.800000000000000000e+01 9.994541306625314564e-04 3.154132120811965279e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.806562900543212891e+00
5.900000000000000000e+01 9.417340037732916357e-04 3.292395331792761712e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.775001049041748047e+00
6.000000000000000000e+01 8.921851949517086225e-04 3.186316869912045845e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.205400228500366211e+00
6.100000000000000000e+01 8.453512031804602403e-04 2.903959771472507958e-04 2.495028731298686964e+01 2.237585052241810146e+01 -1.000000000000000000e+00 4.804447889328002930e+00
6.200000000000000000e+01 8.142997995449715622e-04 2.615185226662529688e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.573992967605590820e+00
6.300000000000000000e+01 7.812573604457166134e-04 2.652837733979133126e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.463158130645751953e+00
6.400000000000000000e+01 7.369202922814398942e-04 2.645089572301614509e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.175785064697265625e+00
6.500000000000000000e+01 6.997768196887414055e-04 2.572174267766830723e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.371148109436035156e+00
6.600000000000000000e+01 6.722411521396559793e-04 2.723385770923668478e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.846508026123046875e+00
6.700000000000000000e+01 6.385544117557456550e-04 2.554028845020315727e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.751444101333618164e+00
6.800000000000000000e+01 6.120130909651497024e-04 2.426753429357448818e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.037649869918823242e+00
6.900000000000000000e+01 5.882096904918538175e-04 2.258782659344266554e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.706191539764404297e+00
7.000000000000000000e+01 5.691484040996500158e-04 2.388402304168121327e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.666012048721313477e+00
7.100000000000000000e+01 5.422232070592807344e-04 2.307306304048409675e-04 2.079650128360561823e+01 1.884865797290742506e+01 -1.000000000000000000e+00 4.445637226104736328e+00
7.200000000000000000e+01 5.273168730577077303e-04 2.234784396894192501e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.843065023422241211e+00
7.300000000000000000e+01 5.157011181884590479e-04 2.427190571845388881e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.795787811279296875e+00
7.400000000000000000e+01 5.218242621998885880e-04 2.795280463795678000e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.406522989273071289e+00
7.500000000000000000e+01 5.298971090301495858e-04 2.865041772950730251e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.694653987884521484e+00
7.600000000000000000e+01 5.875871640913175572e-04 3.039529150083898775e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.396707534790039062e+00
7.700000000000000000e+01 6.439207699495886521e-04 3.286040837106738908e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 4.281010389328002930e+00
7.800000000000000000e+01 6.502608912785567616e-04 2.981241700219712000e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.506139516830444336e+00
7.900000000000000000e+01 5.743667557453574447e-04 3.620582721318081447e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.135918378829956055e+00
8.000000000000000000e+01 6.243966452884031591e-04 4.071784237711114198e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.470806360244750977e+00
8.100000000000000000e+01 7.440782870944572707e-04 3.377936967087057248e-04 1.766163196448082573e+01 1.621842756866934820e+01 -1.000000000000000000e+00 5.469791889190673828e+00
8.200000000000000000e+01 6.312906724958267752e-04 2.129991141653577347e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.838682651519775391e+00
8.300000000000000000e+01 4.091299891282214871e-04 2.171856414697244538e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.107928514480590820e+00
8.400000000000000000e+01 3.930370518395818872e-04 2.648693943422673783e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.554035902023315430e+00
8.500000000000000000e+01 4.762344345732919784e-04 2.302324429831684313e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.901343107223510742e+00
8.600000000000000000e+01 4.357797635372118801e-04 1.669024493605657613e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.636018037796020508e+00
8.700000000000000000e+01 3.492897220479618085e-04 1.878023229638972592e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.623148202896118164e+00
8.800000000000000000e+01 3.494378562853865861e-04 2.132883427700784968e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 4.580352783203125000e+00
8.900000000000000000e+01 3.721035289132245088e-04 2.102951442758517280e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.244739294052124023e+00
9.000000000000000000e+01 3.394979658161165550e-04 1.707120219448763103e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.552691221237182617e+00
9.100000000000000000e+01 3.099726435209490863e-04 1.568287526166623207e-04 1.529903968602962472e+01 1.398718397991869722e+01 -1.000000000000000000e+00 5.348574638366699219e+00
9.200000000000000000e+01 3.018492546069434686e-04 1.837486988238697463e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.578976154327392578e+00
9.300000000000000000e+01 2.985708566884107584e-04 1.870644845647087215e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.037014484405517578e+00
9.400000000000000000e+01 2.891084606002801904e-04 1.514537446081458275e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.084430694580078125e+00
9.500000000000000000e+01 2.754102567691151600e-04 1.441181733262522407e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.456651926040649414e+00
9.600000000000000000e+01 2.672980584724126362e-04 1.478585154754539946e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.275946140289306641e+00
9.700000000000000000e+01 2.543907954182689115e-04 1.611291096212886175e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.883078098297119141e+00
9.800000000000000000e+01 2.537195948912808366e-04 1.715448680325993409e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.288731098175048828e+00
9.900000000000000000e+01 2.446007347894427067e-04 1.440214813581827333e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.875307559967041016e+00
1.000000000000000000e+02 2.378855273248698494e-04 1.372146831452489789e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.768309593200683594e+00
1.010000000000000000e+02 2.312862767021984882e-04 1.407996237343360360e-04 1.324842927531990711e+01 1.219944799416112602e+01 -1.000000000000000000e+00 6.748347520828247070e+00
1.020000000000000000e+02 2.282407830886633282e-04 1.471566163544947982e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.982158660888671875e+00
1.030000000000000000e+02 2.282244713446020907e-04 1.422560634887480872e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.144461870193481445e+00
1.040000000000000000e+02 2.243323596751876025e-04 1.406192235975785255e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.879203557968139648e+00
1.050000000000000000e+02 2.207114229310341424e-04 1.485088465364645116e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.226236820220947266e+00
1.060000000000000000e+02 2.290498002356693640e-04 1.784233016787520028e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.598368883132934570e+00
1.070000000000000000e+02 2.262107311474916352e-04 1.414840781218132881e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.047290086746215820e+00
1.080000000000000000e+02 2.291799216915984053e-04 1.430820020602621950e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.083269596099853516e+00
1.090000000000000000e+02 2.359859099917995494e-04 1.470872385726746192e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.075215339660644531e+00
1.100000000000000000e+02 2.552459584383619056e-04 1.999621963929663503e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.078104019165039062e+00
1.110000000000000000e+02 3.212930976449360839e-04 2.311966942497600298e-04 1.160826364328302596e+01 1.085641836735311472e+01 -1.000000000000000000e+00 5.861959695816040039e+00
1.120000000000000000e+02 3.480760156192311207e-04 2.034134452424445831e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.929517984390258789e+00
1.130000000000000000e+02 3.407052958368310641e-04 1.561446903033035473e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.767939567565917969e+00
1.140000000000000000e+02 2.511704185009723707e-04 1.222920999225504863e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.652361631393432617e+00
1.150000000000000000e+02 1.994895869352292196e-04 1.457896174032655124e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.724180459976196289e+00
1.160000000000000000e+02 2.247571765482846075e-04 1.893491099344672701e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.416021585464477539e+00
1.170000000000000000e+02 2.648963664204924515e-04 1.573302410522124922e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 4.155590295791625977e+00
1.180000000000000000e+02 2.235452509415002337e-04 1.153670384121943595e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.794255733489990234e+00
1.190000000000000000e+02 1.695258922111823364e-04 1.099859098303506517e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.191726922988891602e+00
1.200000000000000000e+02 1.815115153261548538e-04 1.343229444696582221e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.645687580108642578e+00
1.210000000000000000e+02 2.160211086163808065e-04 1.463968217233721795e-04 1.026090254919112787e+01 9.634350277179912325e+00 -1.000000000000000000e+00 5.720627546310424805e+00
1.220000000000000000e+02 1.946394845990681262e-04 1.273673629992534066e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.647346735000610352e+00
1.230000000000000000e+02 1.780302420409214052e-04 1.327134990670708603e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.588017225265502930e+00
1.240000000000000000e+02 1.757801242836405089e-04 1.136721263207504689e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.392543792724609375e+00
1.250000000000000000e+02 1.794815236577227324e-04 1.078442593304742696e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.287718772888183594e+00
1.260000000000000000e+02 1.673092093187665639e-04 1.047376392225155331e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.636661529541015625e+00
1.270000000000000000e+02 1.524550366242226600e-04 1.262784815202869270e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 4.204996585845947266e+00
1.280000000000000000e+02 1.617596928072759113e-04 1.375479982293274751e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.835736751556396484e+00
1.290000000000000000e+02 1.708081544192297310e-04 1.263611307080850807e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.655717134475708008e+00
1.300000000000000000e+02 1.621565126848860785e-04 1.034121903553368723e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.734421253204345703e+00
1.310000000000000000e+02 1.594863757376898739e-04 1.165869067783068859e-04 9.012440773881118972e+00 8.595868371545709152e+00 -1.000000000000000000e+00 4.183999300003051758e+00
1.320000000000000000e+02 1.760055856060686755e-04 1.360712604064587717e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 4.690649271011352539e+00
1.330000000000000000e+02 2.146073052393754831e-04 1.968578219016558540e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.563673257827758789e+00
1.340000000000000000e+02 2.484441215527977294e-04 2.081863162634088962e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.854299783706665039e+00
1.350000000000000000e+02 3.499282746884469029e-04 3.117580641360471463e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.588576793670654297e+00
1.360000000000000000e+02 4.844541665729417399e-04 4.266841700637246412e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.441763401031494141e+00
1.370000000000000000e+02 7.267671984797862252e-04 5.449665023933825646e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.067599773406982422e+00
1.380000000000000000e+02 8.483040744903773281e-04 2.847008528398835476e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.415420055389404297e+00
1.390000000000000000e+02 4.928464870342315384e-04 1.020395684830027814e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.288962125778198242e+00
1.400000000000000000e+02 1.607678912440072797e-04 2.676677882876183105e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.465485095977783203e+00
1.410000000000000000e+02 3.978598707672189368e-04 1.061532981038267916e-04 8.234155294389907453e+00 7.635062120716969325e+00 -1.000000000000000000e+00 5.802894353866577148e+00
1.420000000000000000e+02 1.704086693142137113e-04 1.620287858412642007e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.670995950698852539e+00
1.430000000000000000e+02 2.651046220082588114e-04 1.213525786080746197e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.622486114501953125e+00
1.440000000000000000e+02 1.783119535297288160e-04 1.364983721124089268e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.475844860076904297e+00
1.450000000000000000e+02 1.894457735478938980e-04 1.098847007121005464e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.230928421020507812e+00
1.460000000000000000e+02 1.455514371570406859e-04 1.246736751863114869e-04 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.551413297653198242e+00
1.470000000000000000e+02 1.698123747957395622e-04 8.902787256414754994e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.215342044830322266e+00
1.480000000000000000e+02 1.276296095183617342e-04 9.378582513551583311e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.440542221069335938e+00
1.490000000000000000e+02 1.407070894186409011e-04 9.110830921063547202e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.834398746490478516e+00
1.500000000000000000e+02 1.297881597270116310e-04 9.202407887846644687e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.843122482299804688e+00
1.510000000000000000e+02 1.189439702452580946e-04 1.060508893256575117e-04 7.713174502168350877e+00 7.207875370814464944e+00 -1.000000000000000000e+00 5.401281833648681641e+00
1.520000000000000000e+02 1.219354500659909358e-04 9.185028445778643737e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.375048160552978516e+00
1.530000000000000000e+02 1.131948015887579228e-04 8.537836032690681578e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 3.500120162963867188e+00
1.540000000000000000e+02 1.097961693632533382e-04 8.323805252791660527e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.673907041549682617e+00
1.550000000000000000e+02 1.083010559117169122e-04 8.274012648380617339e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.221028566360473633e+00
1.560000000000000000e+02 1.059219016524201980e-04 8.018844885622258812e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.997302293777465820e+00
1.570000000000000000e+02 9.956676487770391376e-05 8.056834380064849135e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.739957571029663086e+00
1.580000000000000000e+02 1.019692636760439970e-04 7.427535670198693392e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 1.323167800903320312e+00
1.590000000000000000e+02 9.746629860936149934e-05 7.328512454382061028e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.056342601776123047e+00
1.600000000000000000e+02 1.000915733949505671e-04 8.574392901024473147e-05 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 2.775743961334228516e+00
